GENE	symbol	PATHWAY	NAME
3760	KCNJ3	hsa05032	Morphine addiction
3762	KCNJ5	hsa04713	Circadian entrainment
3762	KCNJ5	hsa04723	Retrograde endocannabinoid signaling
3762	KCNJ5	hsa04726	Serotonergic synapse
3762	KCNJ5	hsa04728	Dopaminergic synapse
3762	KCNJ5	hsa04915	Estrogen signaling pathway
3762	KCNJ5	hsa04921	Oxytocin signaling pathway
3762	KCNJ5	hsa04925	Aldosterone synthesis and secretion
3762	KCNJ5	hsa05032	Morphine addiction
3763	KCNJ6	hsa04713	Circadian entrainment
3763	KCNJ6	hsa04723	Retrograde endocannabinoid signaling
3763	KCNJ6	hsa04725	Cholinergic synapse
3763	KCNJ6	hsa04726	Serotonergic synapse
3763	KCNJ6	hsa04727	GABAergic synapse
3763	KCNJ6	hsa04728	Dopaminergic synapse
3763	KCNJ6	hsa04915	Estrogen signaling pathway
3763	KCNJ6	hsa04921	Oxytocin signaling pathway
3763	KCNJ6	hsa05032	Morphine addiction
3765	KCNJ9	hsa04713	Circadian entrainment
3765	KCNJ9	hsa04723	Retrograde endocannabinoid signaling
3765	KCNJ9	hsa04726	Serotonergic synapse
3765	KCNJ9	hsa04728	Dopaminergic synapse
3765	KCNJ9	hsa04915	Estrogen signaling pathway
3765	KCNJ9	hsa04921	Oxytocin signaling pathway
3765	KCNJ9	hsa05032	Morphine addiction
51655	RASD1	hsa04713	Circadian entrainment
51655	RASD1	hsa04934	Cushing syndrome
9722	NOS1AP	hsa04713	Circadian entrainment
10818	FRS2	hsa04714	Thermogenesis
10818	FRS2	hsa04722	Neurotrophin signaling pathway
10818	FRS2	hsa05205	Proteoglycans in cancer
116228	COX20	hsa04714	Thermogenesis
123096	SLC25A29	hsa04714	Thermogenesis
137682	NDUFAF6	hsa04714	Thermogenesis
152831	KLB	hsa04714	Thermogenesis
23028	KDM1A	hsa04714	Thermogenesis
25915	NDUFAF3	hsa04714	Thermogenesis
285521	COX18	hsa04714	Thermogenesis
28958	COA3	hsa04714	Thermogenesis
29078	NDUFAF4	hsa04714	Thermogenesis
388753	COA6	hsa04714	Thermogenesis
493753	COA5	hsa04714	Thermogenesis
51103	NDUFAF1	hsa04714	Thermogenesis
51241	COX16	hsa04714	Thermogenesis
51287	COA4	hsa04714	Thermogenesis
51412	ACTL6B	hsa04714	Thermogenesis
51412	ACTL6B	hsa05225	Hepatocellular carcinoma
51548	SIRT6	hsa04714	Thermogenesis
51548	SIRT6	hsa05230	Central carbon metabolism in cancer
51780	KDM3B	hsa04714	Thermogenesis
55471	NDUFAF7	hsa04714	Thermogenesis
55744	COA1	hsa04714	Thermogenesis
55818	KDM3A	hsa04714	Thermogenesis
57492	ARID1B	hsa04714	Thermogenesis
57492	ARID1B	hsa05225	Hepatocellular carcinoma
63976	PRDM16	hsa04714	Thermogenesis
65260	COA7	hsa04714	Thermogenesis
6595	SMARCA2	hsa04714	Thermogenesis
6595	SMARCA2	hsa05225	Hepatocellular carcinoma
6597	SMARCA4	hsa04714	Thermogenesis
6597	SMARCA4	hsa05225	Hepatocellular carcinoma
6598	SMARCB1	hsa04714	Thermogenesis
6598	SMARCB1	hsa05225	Hepatocellular carcinoma
6599	SMARCC1	hsa04714	Thermogenesis
6599	SMARCC1	hsa05225	Hepatocellular carcinoma
6601	SMARCC2	hsa04714	Thermogenesis
6601	SMARCC2	hsa05225	Hepatocellular carcinoma
6602	SMARCD1	hsa04714	Thermogenesis
6602	SMARCD1	hsa05225	Hepatocellular carcinoma
6603	SMARCD2	hsa04714	Thermogenesis
6603	SMARCD2	hsa05225	Hepatocellular carcinoma
6604	SMARCD3	hsa04714	Thermogenesis
6604	SMARCD3	hsa05225	Hepatocellular carcinoma
6605	SMARCE1	hsa04714	Thermogenesis
6605	SMARCE1	hsa05225	Hepatocellular carcinoma
788	SLC25A20	hsa04714	Thermogenesis
79133	NDUFAF5	hsa04714	Thermogenesis
8110	DPF3	hsa04714	Thermogenesis
8110	DPF3	hsa05225	Hepatocellular carcinoma
8193	DPF1	hsa04714	Thermogenesis
8193	DPF1	hsa05225	Hepatocellular carcinoma
8289	ARID1A	hsa04714	Thermogenesis
8289	ARID1A	hsa05225	Hepatocellular carcinoma
84987	COX14	hsa04714	Thermogenesis
86	ACTL6A	hsa04714	Thermogenesis
86	ACTL6A	hsa05225	Hepatocellular carcinoma
90639	COX19	hsa04714	Thermogenesis
91942	NDUFAF2	hsa04714	Thermogenesis
9658	ZNF516	hsa04714	Thermogenesis
10497	UNC13B	hsa04721	Synaptic vesicle cycle
10814	CPLX2	hsa04721	Synaptic vesicle cycle
10815	CPLX1	hsa04721	Synaptic vesicle cycle
140679	SLC32A1	hsa04721	Synaptic vesicle cycle
140679	SLC32A1	hsa04723	Retrograde endocannabinoid signaling
140679	SLC32A1	hsa04727	GABAergic synapse
140679	SLC32A1	hsa05032	Morphine addiction
140679	SLC32A1	hsa05033	Nicotine addiction
22999	RIMS1	hsa04721	Synaptic vesicle cycle
22999	RIMS1	hsa04723	Retrograde endocannabinoid signaling
23025	UNC13A	hsa04721	Synaptic vesicle cycle
246213	SLC17A8	hsa04721	Synaptic vesicle cycle
246213	SLC17A8	hsa04723	Retrograde endocannabinoid signaling
246213	SLC17A8	hsa04724	Glutamatergic synapse
246213	SLC17A8	hsa05033	Nicotine addiction
339302	CPLX4	hsa04721	Synaptic vesicle cycle
440279	UNC13C	hsa04721	Synaptic vesicle cycle
4905	NSF	hsa04721	Synaptic vesicle cycle
4905	NSF	hsa04727	GABAergic synapse
4905	NSF	hsa04962	Vasopressin-regulated water reabsorption
57030	SLC17A7	hsa04721	Synaptic vesicle cycle
57030	SLC17A7	hsa04723	Retrograde endocannabinoid signaling
57030	SLC17A7	hsa04724	Glutamatergic synapse
57030	SLC17A7	hsa05033	Nicotine addiction
57084	SLC17A6	hsa04721	Synaptic vesicle cycle
57084	SLC17A6	hsa04723	Retrograde endocannabinoid signaling
57084	SLC17A6	hsa04724	Glutamatergic synapse
57084	SLC17A6	hsa05033	Nicotine addiction
5864	RAB3A	hsa04721	Synaptic vesicle cycle
5864	RAB3A	hsa04911	Insulin secretion
594855	CPLX3	hsa04721	Synaptic vesicle cycle
6505	SLC1A1	hsa04721	Synaptic vesicle cycle
6505	SLC1A1	hsa04724	Glutamatergic synapse
6505	SLC1A1	hsa04974	Protein digestion and absorption
6506	SLC1A2	hsa04721	Synaptic vesicle cycle
6506	SLC1A2	hsa04724	Glutamatergic synapse
6506	SLC1A2	hsa05014	Amyotrophic lateral sclerosis (ALS)
6507	SLC1A3	hsa04721	Synaptic vesicle cycle
6507	SLC1A3	hsa04724	Glutamatergic synapse
6511	SLC1A6	hsa04721	Synaptic vesicle cycle
6511	SLC1A6	hsa04724	Glutamatergic synapse
6512	SLC1A7	hsa04721	Synaptic vesicle cycle
6512	SLC1A7	hsa04724	Glutamatergic synapse
6529	SLC6A1	hsa04721	Synaptic vesicle cycle
6529	SLC6A1	hsa04727	GABAergic synapse
6530	SLC6A2	hsa04721	Synaptic vesicle cycle
6531	SLC6A3	hsa04721	Synaptic vesicle cycle
6531	SLC6A3	hsa04728	Dopaminergic synapse
6531	SLC6A3	hsa05012	Parkinson disease
6531	SLC6A3	hsa05030	Cocaine addiction
6531	SLC6A3	hsa05031	Amphetamine addiction
6531	SLC6A3	hsa05034	Alcoholism
6532	SLC6A4	hsa04721	Synaptic vesicle cycle
6532	SLC6A4	hsa04726	Serotonergic synapse
6534	SLC6A7	hsa04721	Synaptic vesicle cycle
6536	SLC6A9	hsa04721	Synaptic vesicle cycle
6538	SLC6A11	hsa04721	Synaptic vesicle cycle
6538	SLC6A11	hsa04727	GABAergic synapse
6539	SLC6A12	hsa04721	Synaptic vesicle cycle
6539	SLC6A12	hsa04727	GABAergic synapse
6540	SLC6A13	hsa04721	Synaptic vesicle cycle
6540	SLC6A13	hsa04727	GABAergic synapse
6570	SLC18A1	hsa04721	Synaptic vesicle cycle
6570	SLC18A1	hsa04726	Serotonergic synapse
6570	SLC18A1	hsa04728	Dopaminergic synapse
6570	SLC18A1	hsa05012	Parkinson disease
6570	SLC18A1	hsa05030	Cocaine addiction
6570	SLC18A1	hsa05031	Amphetamine addiction
6570	SLC18A1	hsa05034	Alcoholism
6571	SLC18A2	hsa04721	Synaptic vesicle cycle
6571	SLC18A2	hsa04726	Serotonergic synapse
6571	SLC18A2	hsa04728	Dopaminergic synapse
6571	SLC18A2	hsa05012	Parkinson disease
6571	SLC18A2	hsa05030	Cocaine addiction
6571	SLC18A2	hsa05031	Amphetamine addiction
6571	SLC18A2	hsa05034	Alcoholism
6572	SLC18A3	hsa04721	Synaptic vesicle cycle
6572	SLC18A3	hsa04725	Cholinergic synapse
6616	SNAP25	hsa04721	Synaptic vesicle cycle
6616	SNAP25	hsa04911	Insulin secretion
6812	STXBP1	hsa04721	Synaptic vesicle cycle
6857	SYT1	hsa04721	Synaptic vesicle cycle
8775	NAPA	hsa04721	Synaptic vesicle cycle
9152	SLC6A5	hsa04721	Synaptic vesicle cycle
10019	SH2B3	hsa04722	Neurotrophin signaling pathway
10603	SH2B2	hsa04722	Neurotrophin signaling pathway
10603	SH2B2	hsa04910	Insulin signaling pathway
10782	ZNF274	hsa04722	Neurotrophin signaling pathway
11108	PRDM4	hsa04722	Neurotrophin signaling pathway
11213	IRAK3	hsa04722	Neurotrophin signaling pathway
25970	SH2B1	hsa04722	Neurotrophin signaling pathway
27018	BEX3	hsa04722	Neurotrophin signaling pathway
3656	IRAK2	hsa04722	Neurotrophin signaling pathway
3656	IRAK2	hsa05152	Tuberculosis
396	ARHGDIA	hsa04722	Neurotrophin signaling pathway
396	ARHGDIA	hsa04962	Vasopressin-regulated water reabsorption
397	ARHGDIB	hsa04722	Neurotrophin signaling pathway
397	ARHGDIB	hsa04962	Vasopressin-regulated water reabsorption
398	ARHGDIG	hsa04722	Neurotrophin signaling pathway
398	ARHGDIG	hsa04962	Vasopressin-regulated water reabsorption
4145	MATK	hsa04722	Neurotrophin signaling pathway
4916	NTRK3	hsa04722	Neurotrophin signaling pathway
4916	NTRK3	hsa05230	Central carbon metabolism in cancer
57498	KIDINS220	hsa04722	Neurotrophin signaling pathway
9500	MAGED1	hsa04722	Neurotrophin signaling pathway
2166	FAAH	hsa04723	Retrograde endocannabinoid signaling
221955	DAGLB	hsa04723	Retrograde endocannabinoid signaling
221955	DAGLB	hsa04925	Aldosterone synthesis and secretion
222236	NAPEPLD	hsa04723	Retrograde endocannabinoid signaling
57406	ABHD6	hsa04723	Retrograde endocannabinoid signaling
747	DAGLA	hsa04723	Retrograde endocannabinoid signaling
747	DAGLA	hsa04925	Aldosterone synthesis and secretion
10991	SLC38A3	hsa04724	Glutamatergic synapse
10991	SLC38A3	hsa04727	GABAergic synapse
10991	SLC38A3	hsa04964	Proximal tubule bicarbonate reclamation
22941	SHANK2	hsa04724	Glutamatergic synapse
50944	SHANK1	hsa04724	Glutamatergic synapse
54407	SLC38A2	hsa04724	Glutamatergic synapse
54407	SLC38A2	hsa04727	GABAergic synapse
54407	SLC38A2	hsa04974	Protein digestion and absorption
81539	SLC38A1	hsa04724	Glutamatergic synapse
81539	SLC38A1	hsa04727	GABAergic synapse
85358	SHANK3	hsa04724	Glutamatergic synapse
9229	DLGAP1	hsa04724	Glutamatergic synapse
3759	KCNJ2	hsa04725	Cholinergic synapse
3759	KCNJ2	hsa04921	Oxytocin signaling pathway
3759	KCNJ2	hsa04924	Renin secretion
3759	KCNJ2	hsa04971	Gastric acid secretion
3761	KCNJ4	hsa04725	Cholinergic synapse
3761	KCNJ4	hsa04921	Oxytocin signaling pathway
3768	KCNJ12	hsa04725	Cholinergic synapse
3768	KCNJ12	hsa04921	Oxytocin signaling pathway
3770	KCNJ14	hsa04725	Cholinergic synapse
3770	KCNJ14	hsa04921	Oxytocin signaling pathway
3785	KCNQ2	hsa04725	Cholinergic synapse
3786	KCNQ3	hsa04725	Cholinergic synapse
56479	KCNQ5	hsa04725	Cholinergic synapse
60482	SLC5A7	hsa04725	Cholinergic synapse
60482	SLC5A7	hsa05231	Choline metabolism in cancer
9132	KCNQ4	hsa04725	Cholinergic synapse
170572	HTR3C	hsa04726	Serotonergic synapse
170572	HTR3C	hsa04742	Taste transduction
200909	HTR3D	hsa04726	Serotonergic synapse
200909	HTR3D	hsa04742	Taste transduction
260293	CYP4X1	hsa04726	Serotonergic synapse
285242	HTR3E	hsa04726	Serotonergic synapse
285242	HTR3E	hsa04742	Taste transduction
3359	HTR3A	hsa04726	Serotonergic synapse
3359	HTR3A	hsa04742	Taste transduction
351	APP	hsa04726	Serotonergic synapse
351	APP	hsa05010	Alzheimer disease
3751	KCND2	hsa04726	Serotonergic synapse
3781	KCNN2	hsa04726	Serotonergic synapse
3781	KCNN2	hsa04911	Insulin secretion
3781	KCNN2	hsa04976	Bile secretion
9177	HTR3B	hsa04726	Serotonergic synapse
9177	HTR3B	hsa04742	Taste transduction
5334	PLCL1	hsa04727	GABAergic synapse
57468	SLC12A5	hsa04727	GABAergic synapse
9001	HAP1	hsa04727	GABAergic synapse
9001	HAP1	hsa05016	Huntington disease
92745	SLC38A5	hsa04727	GABAergic synapse
50632	CALY	hsa04728	Dopaminergic synapse
6323	SCN1A	hsa04728	Dopaminergic synapse
10842	PPP1R17	hsa04730	Long-term depression
2781	GNAZ	hsa04730	Long-term depression
102723532	LOC102723532	hsa04740	Olfactory transduction
105369274	LOC105369274	hsa04740	Olfactory transduction
10798	OR5I1	hsa04740	Olfactory transduction
107987545	LOC107987545	hsa04740	Olfactory transduction
112268384	LOC112268384	hsa04740	Olfactory transduction
119678	OR52E2	hsa04740	Olfactory transduction
119679	OR52J3	hsa04740	Olfactory transduction
119682	OR51L1	hsa04740	Olfactory transduction
119687	OR51A7	hsa04740	Olfactory transduction
119692	OR51S1	hsa04740	Olfactory transduction
119694	OR51F2	hsa04740	Olfactory transduction
119695	OR52R1	hsa04740	Olfactory transduction
119749	OR4C46	hsa04740	Olfactory transduction
119764	OR4X2	hsa04740	Olfactory transduction
119765	OR4B1	hsa04740	Olfactory transduction
119772	OR52M1	hsa04740	Olfactory transduction
119774	OR52K2	hsa04740	Olfactory transduction
120065	OR5P2	hsa04740	Olfactory transduction
120066	OR5P3	hsa04740	Olfactory transduction
120586	OR8I2	hsa04740	Olfactory transduction
120775	OR2D3	hsa04740	Olfactory transduction
120776	OR2D2	hsa04740	Olfactory transduction
120787	OR52W1	hsa04740	Olfactory transduction
120793	OR56A4	hsa04740	Olfactory transduction
120796	OR56A1	hsa04740	Olfactory transduction
121129	OR2AP1	hsa04740	Olfactory transduction
121130	OR10P1	hsa04740	Olfactory transduction
121275	OR10AD1	hsa04740	Olfactory transduction
121364	OR10A7	hsa04740	Olfactory transduction
122740	OR4K14	hsa04740	Olfactory transduction
122742	OR4L1	hsa04740	Olfactory transduction
122748	OR11H6	hsa04740	Olfactory transduction
123041	SLC24A4	hsa04740	Olfactory transduction
124538	OR4D2	hsa04740	Olfactory transduction
125958	OR7D4	hsa04740	Olfactory transduction
125962	OR7G1	hsa04740	Olfactory transduction
125963	OR1M1	hsa04740	Olfactory transduction
126370	OR1I1	hsa04740	Olfactory transduction
126541	OR10H4	hsa04740	Olfactory transduction
127059	OR2M5	hsa04740	Olfactory transduction
127062	OR2M3	hsa04740	Olfactory transduction
127064	OR2T12	hsa04740	Olfactory transduction
127066	OR14C36	hsa04740	Olfactory transduction
127068	OR2T34	hsa04740	Olfactory transduction
127069	OR2T10	hsa04740	Olfactory transduction
127074	OR2T4	hsa04740	Olfactory transduction
127077	OR2T11	hsa04740	Olfactory transduction
127385	OR10J5	hsa04740	Olfactory transduction
127608	OR2AJ1	hsa04740	Olfactory transduction
127623	OR2B11	hsa04740	Olfactory transduction
128360	OR10T2	hsa04740	Olfactory transduction
128366	OR6P1	hsa04740	Olfactory transduction
128367	OR10X1	hsa04740	Olfactory transduction
128368	OR10Z1	hsa04740	Olfactory transduction
128371	OR6K6	hsa04740	Olfactory transduction
128372	OR6N1	hsa04740	Olfactory transduction
130075	OR9A4	hsa04740	Olfactory transduction
134083	OR2Y1	hsa04740	Olfactory transduction
135924	OR9A2	hsa04740	Olfactory transduction
135941	OR2A14	hsa04740	Olfactory transduction
135946	OR6B1	hsa04740	Olfactory transduction
135948	OR2F2	hsa04740	Olfactory transduction
138799	OR13C5	hsa04740	Olfactory transduction
138802	OR13C8	hsa04740	Olfactory transduction
138803	OR13C3	hsa04740	Olfactory transduction
138804	OR13C4	hsa04740	Olfactory transduction
138805	OR13F1	hsa04740	Olfactory transduction
138881	OR1L8	hsa04740	Olfactory transduction
138882	OR1N2	hsa04740	Olfactory transduction
138883	OR1N1	hsa04740	Olfactory transduction
143496	OR52B4	hsa04740	Olfactory transduction
143502	OR52I2	hsa04740	Olfactory transduction
143503	OR51E1	hsa04740	Olfactory transduction
144124	OR10A5	hsa04740	Olfactory transduction
144125	OR2AG1	hsa04740	Olfactory transduction
150681	OR6B3	hsa04740	Olfactory transduction
158131	OR1Q1	hsa04740	Olfactory transduction
162998	OR7D2	hsa04740	Olfactory transduction
196335	OR56B4	hsa04740	Olfactory transduction
219417	OR8U1	hsa04740	Olfactory transduction
219428	OR4C16	hsa04740	Olfactory transduction
219429	OR4C11	hsa04740	Olfactory transduction
219431	OR4S2	hsa04740	Olfactory transduction
219432	OR4C6	hsa04740	Olfactory transduction
219436	OR5D14	hsa04740	Olfactory transduction
219437	OR5L1	hsa04740	Olfactory transduction
219438	OR5D18	hsa04740	Olfactory transduction
219447	OR5AS1	hsa04740	Olfactory transduction
219453	OR8K5	hsa04740	Olfactory transduction
219464	OR5T2	hsa04740	Olfactory transduction
219469	OR8H1	hsa04740	Olfactory transduction
219473	OR8K3	hsa04740	Olfactory transduction
219477	OR8J1	hsa04740	Olfactory transduction
219479	OR5R1	hsa04740	Olfactory transduction
219482	OR5M3	hsa04740	Olfactory transduction
219484	OR5M8	hsa04740	Olfactory transduction
219487	OR5M11	hsa04740	Olfactory transduction
219493	OR5AR1	hsa04740	Olfactory transduction
219858	OR8B12	hsa04740	Olfactory transduction
219865	OR8G5	hsa04740	Olfactory transduction
219869	OR10G8	hsa04740	Olfactory transduction
219870	OR10G9	hsa04740	Olfactory transduction
219873	OR10S1	hsa04740	Olfactory transduction
219874	OR6T1	hsa04740	Olfactory transduction
219875	OR4D5	hsa04740	Olfactory transduction
219952	OR6Q1	hsa04740	Olfactory transduction
219954	OR9I1	hsa04740	Olfactory transduction
219956	OR9Q1	hsa04740	Olfactory transduction
219957	OR9Q2	hsa04740	Olfactory transduction
219958	OR1S2	hsa04740	Olfactory transduction
219959	OR1S1	hsa04740	Olfactory transduction
219960	OR10Q1	hsa04740	Olfactory transduction
219965	OR5B17	hsa04740	Olfactory transduction
219968	OR5B21	hsa04740	Olfactory transduction
219981	OR5A2	hsa04740	Olfactory transduction
219982	OR5A1	hsa04740	Olfactory transduction
219983	OR4D6	hsa04740	Olfactory transduction
219986	OR4D11	hsa04740	Olfactory transduction
23538	OR52A1	hsa04740	Olfactory transduction
254783	OR6C74	hsa04740	Olfactory transduction
254786	OR6C3	hsa04740	Olfactory transduction
254879	OR2T6	hsa04740	Olfactory transduction
254973	OR1L4	hsa04740	Olfactory transduction
255725	OR52B2	hsa04740	Olfactory transduction
256144	OR4C3	hsa04740	Olfactory transduction
256148	OR4S1	hsa04740	Olfactory transduction
256892	OR51F1	hsa04740	Olfactory transduction
26188	OR1C1	hsa04740	Olfactory transduction
26189	OR1A2	hsa04740	Olfactory transduction
26211	OR2F1	hsa04740	Olfactory transduction
26212	OR2B6	hsa04740	Olfactory transduction
26219	OR1J4	hsa04740	Olfactory transduction
26245	OR2M4	hsa04740	Olfactory transduction
26246	OR2L2	hsa04740	Olfactory transduction
26248	OR2K2	hsa04740	Olfactory transduction
26333	OR7A17	hsa04740	Olfactory transduction
26338	OR5L2	hsa04740	Olfactory transduction
26339	OR5K1	hsa04740	Olfactory transduction
26341	OR5H1	hsa04740	Olfactory transduction
26476	OR10J1	hsa04740	Olfactory transduction
26492	OR8G2P	hsa04740	Olfactory transduction
26493	OR8B8	hsa04740	Olfactory transduction
26494	OR8G1	hsa04740	Olfactory transduction
26496	OR10A3	hsa04740	Olfactory transduction
26497	OR10D3	hsa04740	Olfactory transduction
26529	OR12D2	hsa04740	Olfactory transduction
26530	OR12D1	hsa04740	Olfactory transduction
26531	OR11A1	hsa04740	Olfactory transduction
26532	OR10H3	hsa04740	Olfactory transduction
26533	OR10G3	hsa04740	Olfactory transduction
26534	OR10G2	hsa04740	Olfactory transduction
26538	OR10H2	hsa04740	Olfactory transduction
26539	OR10H1	hsa04740	Olfactory transduction
26595	OR8B2	hsa04740	Olfactory transduction
26648	OR7E24	hsa04740	Olfactory transduction
26658	OR7C2	hsa04740	Olfactory transduction
26659	OR7A5	hsa04740	Olfactory transduction
26664	OR7C1	hsa04740	Olfactory transduction
26682	OR4F4	hsa04740	Olfactory transduction
26683	OR4F3	hsa04740	Olfactory transduction
26686	OR4E2	hsa04740	Olfactory transduction
26687	OR4E1	hsa04740	Olfactory transduction
26689	OR4D1	hsa04740	Olfactory transduction
26692	OR2W1	hsa04740	Olfactory transduction
26693	OR2V1	hsa04740	Olfactory transduction
26696	OR2T1	hsa04740	Olfactory transduction
26707	OR2J2	hsa04740	Olfactory transduction
26716	OR2H1	hsa04740	Olfactory transduction
26735	OR1L3	hsa04740	Olfactory transduction
26737	OR1L1	hsa04740	Olfactory transduction
26740	OR1J2	hsa04740	Olfactory transduction
282763	OR51B5	hsa04740	Olfactory transduction
282770	OR10AG1	hsa04740	Olfactory transduction
282775	OR5J2	hsa04740	Olfactory transduction
283092	OR4C13	hsa04740	Olfactory transduction
283093	OR4C12	hsa04740	Olfactory transduction
283110	OR52Z1	hsa04740	Olfactory transduction
283111	OR51V1	hsa04740	Olfactory transduction
283159	OR8D1	hsa04740	Olfactory transduction
283160	OR8D2	hsa04740	Olfactory transduction
283162	OR8B4	hsa04740	Olfactory transduction
283189	OR9G4	hsa04740	Olfactory transduction
283297	OR10A4	hsa04740	Olfactory transduction
283365	OR6C6	hsa04740	Olfactory transduction
283617	OR4K3	hsa04740	Olfactory transduction
283694	OR4N4	hsa04740	Olfactory transduction
284383	OR2Z1	hsa04740	Olfactory transduction
284433	OR10H5	hsa04740	Olfactory transduction
284521	OR2L13	hsa04740	Olfactory transduction
284532	OR14A16	hsa04740	Olfactory transduction
285659	OR2V2	hsa04740	Olfactory transduction
286362	OR13C9	hsa04740	Olfactory transduction
286365	OR13D1	hsa04740	Olfactory transduction
338662	OR8D4	hsa04740	Olfactory transduction
338674	OR5F1	hsa04740	Olfactory transduction
338675	OR5AP2	hsa04740	Olfactory transduction
338751	OR52L1	hsa04740	Olfactory transduction
338755	OR2AG2	hsa04740	Olfactory transduction
340980	OR52B6	hsa04740	Olfactory transduction
341152	OR2AT4	hsa04740	Olfactory transduction
341276	OR10A2	hsa04740	Olfactory transduction
341416	OR6C2	hsa04740	Olfactory transduction
341418	OR6C4	hsa04740	Olfactory transduction
341568	OR8S1	hsa04740	Olfactory transduction
341799	OR6S1	hsa04740	Olfactory transduction
343169	OR6F1	hsa04740	Olfactory transduction
343170	OR14K1	hsa04740	Olfactory transduction
343171	OR2W3	hsa04740	Olfactory transduction
343172	OR2T8	hsa04740	Olfactory transduction
343173	OR2T3	hsa04740	Olfactory transduction
343406	OR10R2	hsa04740	Olfactory transduction
343563	OR2T29	hsa04740	Olfactory transduction
346517	OR6V1	hsa04740	Olfactory transduction
346525	OR2A12	hsa04740	Olfactory transduction
346528	OR2A1	hsa04740	Olfactory transduction
347168	OR1J1	hsa04740	Olfactory transduction
347169	OR1B1	hsa04740	Olfactory transduction
347468	OR13H1	hsa04740	Olfactory transduction
387748	OR56B1	hsa04740	Olfactory transduction
388761	OR14A2	hsa04740	Olfactory transduction
389090	OR6B2	hsa04740	Olfactory transduction
390036	OR52K1	hsa04740	Olfactory transduction
390037	OR52I1	hsa04740	Olfactory transduction
390038	OR51D1	hsa04740	Olfactory transduction
390054	OR52A5	hsa04740	Olfactory transduction
390058	OR51B6	hsa04740	Olfactory transduction
390059	OR51M1	hsa04740	Olfactory transduction
390061	OR51Q1	hsa04740	Olfactory transduction
390063	OR51I1	hsa04740	Olfactory transduction
390064	OR51I2	hsa04740	Olfactory transduction
390066	OR52D1	hsa04740	Olfactory transduction
390067	OR52H1	hsa04740	Olfactory transduction
390072	OR52N4	hsa04740	Olfactory transduction
390075	OR52N5	hsa04740	Olfactory transduction
390077	OR52N2	hsa04740	Olfactory transduction
390078	OR52E6	hsa04740	Olfactory transduction
390079	OR52E8	hsa04740	Olfactory transduction
390081	OR52E4	hsa04740	Olfactory transduction
390082	OR52E5	hsa04740	Olfactory transduction
390083	OR56A3	hsa04740	Olfactory transduction
390084	OR56A5	hsa04740	Olfactory transduction
390093	OR10A6	hsa04740	Olfactory transduction
390113	OR4X1	hsa04740	Olfactory transduction
390142	OR5D13	hsa04740	Olfactory transduction
390144	OR5D16	hsa04740	Olfactory transduction
390148	OR5W2	hsa04740	Olfactory transduction
390151	OR8H2	hsa04740	Olfactory transduction
390152	OR8H3	hsa04740	Olfactory transduction
390154	OR5T3	hsa04740	Olfactory transduction
390155	OR5T1	hsa04740	Olfactory transduction
390157	OR8K1	hsa04740	Olfactory transduction
390162	OR5M9	hsa04740	Olfactory transduction
390167	OR5M10	hsa04740	Olfactory transduction
390168	OR5M1	hsa04740	Olfactory transduction
390174	OR9G1	hsa04740	Olfactory transduction
390181	OR5AK2	hsa04740	Olfactory transduction
390190	OR5B2	hsa04740	Olfactory transduction
390191	OR5B12	hsa04740	Olfactory transduction
390195	OR5AN1	hsa04740	Olfactory transduction
390197	OR4D10	hsa04740	Olfactory transduction
390199	OR4D9	hsa04740	Olfactory transduction
390201	OR10V1	hsa04740	Olfactory transduction
390260	OR6X1	hsa04740	Olfactory transduction
390261	OR6M1	hsa04740	Olfactory transduction
390264	OR10G4	hsa04740	Olfactory transduction
390265	OR10G7	hsa04740	Olfactory transduction
390271	OR8B3	hsa04740	Olfactory transduction
390275	OR8A1	hsa04740	Olfactory transduction
390321	OR6C1	hsa04740	Olfactory transduction
390323	OR6C75	hsa04740	Olfactory transduction
390326	OR6C76	hsa04740	Olfactory transduction
390327	OR6C70	hsa04740	Olfactory transduction
390429	OR4N2	hsa04740	Olfactory transduction
390431	OR4K2	hsa04740	Olfactory transduction
390432	OR4Q2	hsa04740	Olfactory transduction
390433	OR4K13	hsa04740	Olfactory transduction
390436	OR4K17	hsa04740	Olfactory transduction
390437	OR4N5	hsa04740	Olfactory transduction
390439	OR11G2	hsa04740	Olfactory transduction
390441	OR11H7	hsa04740	Olfactory transduction
390442	OR11H4	hsa04740	Olfactory transduction
390445	OR5AU1	hsa04740	Olfactory transduction
390538	OR4M2	hsa04740	Olfactory transduction
390648	OR4F6	hsa04740	Olfactory transduction
390649	OR4F15	hsa04740	Olfactory transduction
390882	OR7G2	hsa04740	Olfactory transduction
390883	OR7G3	hsa04740	Olfactory transduction
390892	OR7A10	hsa04740	Olfactory transduction
391107	OR10K2	hsa04740	Olfactory transduction
391109	OR10K1	hsa04740	Olfactory transduction
391112	OR6Y1	hsa04740	Olfactory transduction
391114	OR6K3	hsa04740	Olfactory transduction
391121	OR10J4	hsa04740	Olfactory transduction
391189	OR11L1	hsa04740	Olfactory transduction
391190	OR2L8	hsa04740	Olfactory transduction
391191	OR2AK2	hsa04740	Olfactory transduction
391192	OR2L3	hsa04740	Olfactory transduction
391194	OR2M2	hsa04740	Olfactory transduction
391195	OR2T33	hsa04740	Olfactory transduction
391196	OR2M7	hsa04740	Olfactory transduction
